263.125	589.375	263.125	496.875	-1.5708
275.562	605.624	275.462	465.624	-1.57151
261.875	510.625	261.875	568.125	1.5708
451.875	750.625	451.875	728.125	-1.5708
495.842	349.376	496.121	273.122	-1.56713
385.625	750.625	385.625	701.875	-1.5708
436.875	750.625	436.875	725.625	-1.5708
405.625	713.125	405.625	750.625	1.5708
384.375	384.375	384.375	411.875	1.5708
285.625	443.125	285.625	466.875	1.5708
288.125	741.875	288.125	723.125	-1.5708
304.712	115.638	303.532	146.89	1.60854
289.375	105.625	289.375	86.875	-1.5708
65.5412	403.12	64.7487	415.649	1.63396
438.125	726.875	438.125	750.625	1.5708
379.549	411.883	379.291	376.876	-1.57814
334.694	178.135	333.628	210.641	1.60357
285.625	79.375	285.625	58.125	-1.5708
